FID,the_geom,exercicio,bairro,qtd_inscricoes,total_area_edificada,minimo_valor_imposto_devido,mediana_valor_imposto_devido,media_valor_imposto_devido,maximo_valor_imposto_devido,desvio_padrao_valor_imposto_devido,total_valor_imposto_devido
iptu_devido_bairros_2023.69,"MULTIPOLYGON (((555320.73057761 9570222.22445663, 555314.7325908 9570216.9476837, 555302.73611941 9570216.13476058, 555197.91323881 9570209.340897, 555070.90459521 9570231.0548434, 555005.28779731 9570209.88813439, 554994.78956138 9570161.26363569, 555004.4275874 9570113.4171882, 554995.43657366 9570096.93366301, 554934.13420726 9570038.83264241, 554909.13053583 9570025.0029464, 554903.65330841 9569980.73162181, 554871.87722474 9569955.5243669, 554769.490898 9570013.17519765, 554670.33698514 9570076.86138348, 554617.15562874 9570121.78772337, 554589.69182379 9570142.58401498, 554566.67569588 9570154.00991743, 554511.27650372 9570157.57938697, 554455.64268323 9570139.48327061, 554305.66022661 9570159.6883689, 554219.32733279 9570118.77146734, 554105.40695842 9569986.57529505, 554095.6200055 9569936.32146304, 554074.07079217 9569869.21596804, 554041.05072611 9569772.85452525, 554006.12565623 9569668.71431689, 553949.0690182 9569507.15339561, 553883.98314673 9569569.98412269, 553757.15400532 9569692.70148989, 553649.30778099 9569790.50921822, 553531.7285543 9569892.72689008, 553268.20302706 9570125.34902216, 552607.80170576 9570710.60852645, 552052.21556099 9571192.40416925, 552098.08089427 9571211.33348662, 552136.50781631 9571235.57816039, 552164.96769476 9571252.18523502, 552183.39271143 9571274.92857093, 552205.81944316 9571308.06534682, 552221.27114075 9571342.9904167, 552244.97785484 9571425.32891477, 552269.74290439 9571511.05408628, 552289.68662242 9571569.54160141, 552310.80631988 9571612.23095538, 552349.24162542 9571692.00083916, 552374.51811402 9571776.06128316, 552396.31982431 9571857.55311287, 552413.56708393 9571924.41306233, 552430.82156 9571953.64997181, 552463.83785099 9571999.60297284, 552512.45462408 9572073.95378065, 552550.20179885 9572122.98364393, 552575.17851549 9572150.92369983, 552632.35267198 9572209.8281922, 552683.82435158 9572256.32118755, 552759.47111941 9572310.73457543, 552799.60606831 9572338.03174607, 552869.58536268 9572378.80486553, 552949.99170534 9572419.43807707, 553022.51004471 9572450.90093, 553086.30875525 9572475.12831966, 553151.97133617 9572497.42272642, 553208.90978342 9572516.04943036, 553234.50585498 9572530.81171909, 553251.65251695 9572545.7359449, 553263.30822559 9572562.61619019, 553270.17510264 9572583.07652464, 553299.92663219 9572646.85969207, 553340.54714612 9572745.41855315, 553370.31975152 9572775.91048449, 553392.42515059 9572798.83666281, 553408.09561451 9572822.75765342, 553426.40892218 9572819.36932191, 553482.37464974 9572807.51598065, 553558.24465 9572787.93598064, 553601.62371548 9572774.4473552, 553647.97465 9572758.57598065, 553786.64465 9572699.83598064, 553839.66465 9572679.44598065, 553961.39465 9572628.20598065, 554124.21465 9572559.88598065, 554209.55970287 9572523.82755844, 554351.33782052 9572464.13815065, 554413.07786865 9572437.95305103, 554481.28532089 9572412.2096278, 554724.8382956 9572341.28902066, 554890.9086141 9572293.33558522, 555255.11087989 9572189.70660791, 555662.51527237 9572072.54143306, 555675.06624272 9572069.002764, 555673.74152607 9572064.33714923, 555627.70996441 9571900.72048075, 555602.11185664 9571809.70737657, 555579.63934298 9571729.80720404, 555558.82437429 9571655.80036999, 555505.13822015 9571464.92127909, 555488.03188142 9571406.05236875, 555459.10499371 9571308.60906816, 555449.03102983 9571273.10979312, 555440.71847792 9571235.04705543, 555403.16838346 9570918.99162119, 555344.58732305 9570425.92062485, 555321.38419573 9570230.6221952, 555320.73057761 9570222.22445663)))",2023,PEDRAS,7367,559645.11,0,0,343.3,222942.46,4124.57,2529096.48
iptu_devido_bairros_2023.9,"MULTIPOLYGON (((549911.50463702 9588485.37774899, 549904.12696521 9588487.62431846, 549817.09439257 9588515.71100741, 549781.59426426 9588527.22293357, 549765.44140452 9588531.6227797, 549675.39523864 9588552.17548556, 549467.20114997 9588599.45876343, 549338.52071881 9588628.72075374, 549113.43544006 9588679.83129502, 549049.03495261 9588694.23627068, 549024.47416775 9588700.02236969, 549023.08847101 9588700.38489247, 549021.68604391 9588700.6760564, 549020.27055865 9588700.89509909, 549018.84572164 9588701.04144697, 549017.41526376 9588701.11471683, 549015.98293063 9588701.11471683, 549014.55247275 9588701.04144697, 549013.12763574 9588700.89509909, 549011.71215049 9588700.6760564, 549010.30972339 9588700.38489247, 549008.92402665 9588700.02236969, 548938.52648867 9588681.94081028, 548780.13202821 9588638.93683481, 548748.39889144 9588630.830269, 548735.71448917 9588677.37333302, 548724.52652428 9588720.22662883, 548717.54252196 9588745.99285099, 548707.43945063 9588785.04901932, 548693.33583429 9588843.09082503, 548684.48717115 9588879.57037115, 548686.54583203 9588890.92690891, 548720.99120271 9588995.12189502, 548741.33295705 9589055.83073075, 548763.70888683 9589123.13933566, 548790.24357527 9589204.00911014, 548801.99658888 9589241.39273422, 548851.90169286 9589385.00551986, 548868.55932947 9589434.11955562, 548897.89665962 9589514.15305797, 548925.56144552 9589595.33925973, 548953.18102753 9589679.50891879, 548968.36953743 9589726.74699276, 548980.98142512 9589765.26071431, 548985.27178863 9589778.24256869, 548998.55731134 9589777.69502706, 549076.89771745 9589753.09155767, 549128.15296927 9589738.03202492, 549165.93390231 9589731.16276437, 549427.49420799 9589692.45712317, 549606.88758936 9589652.29836917, 549752.48682042 9589609.96843971, 549900.41637684 9589566.96101691, 550090.50995253 9589512.00693248, 550185.48389047 9589483.16225469, 550234.6993449 9589464.59038509, 550295.98651456 9589440.44695462, 550323.84431896 9589426.05375568, 550377.29180486 9589393.96029516, 550375.93512216 9589377.27094449, 550370.30723679 9589318.89010954, 550349.76206491 9589311.36366043, 550303.65408841 9589291.56435287, 550252.39286747 9589270.06989912, 550209.81079506 9589252.10134945, 550164.71990627 9589226.94537992, 550122.74808648 9589221.5209121, 550051.68755799 9589214.67252146, 550025.58230659 9589212.70615188, 550008.1562037 9589157.78341516, 549990.66229497 9589099.19916266, 549975.2364646 9589046.6157277, 549910.61749165 9589051.26042828, 549945.80872665 9588981.42040504, 549956.25082721 9588962.29915597, 549967.64220964 9588937.34660398, 549984.59367159 9588898.49385319, 549995.78163648 9588870.15100881, 550012.75303833 9588828.74675813, 550013.30461762 9588827.5617496, 550013.81464956 9588826.35827449, 550014.28251703 9588825.13778895, 550014.70765393 9588823.90176971, 550015.08954587 9588822.65171232, 550015.42773076 9588821.38912929, 550015.72179941 9588820.11554829, 550015.97139603 9588818.83251032, 550016.1762186 9588817.54156777, 550016.33601929 9588816.24428266, 550016.45060476 9588814.94222464, 550016.51983637 9588813.63696914, 550016.54363034 9588812.33009547, 550016.52195788 9588811.02318491, 550016.45484522 9588809.71781874, 550016.34237356 9588808.41557642, 550016.18467898 9588807.11803361, 550015.9819523 9588805.82676028, 550015.7344388 9588804.54331881, 550015.44243797 9588803.26926212, 550015.1063031 9588802.00613177, 550010.35989376 9588787.4278745, 550000.25682244 9588756.16937866, 549980.99996166 9588696.56803845, 549942.35062842 9588579.60295099, 549915.39780392 9588496.81201083, 549911.50463702 9588485.37774899)))",2023,CARLITO PAMPLONA,8083,755611.43,0,67.26,349.22,321111.07,4824.57,2822711.13
iptu_devido_bairros_2023.113,"MULTIPOLYGON (((560367.17554396 9587666.66480047, 560375.58289527 9587649.8052498, 560385.8829378 9587576.07490956, 560451.79323359 9587484.05448162, 560522.99355149 9587358.66389966, 560591.23385521 9587223.22327162, 560653.80413332 9587093.52267037, 560713.49439712 9586945.63198555, 560820.594876 9586770.0611703, 560849.3350013 9586672.07071724, 560911.93528138 9586572.57025512, 561023.06577702 9586371.47932216, 561097.14610484 9586196.85851344, 561131.5684884 9586137.87583459, 561182.94648796 9586049.80783094, 561302.16855934 9585810.80521578, 561202.46788797 9585757.53592014, 561206.58189576 9585749.85099861, 561201.83161148 9585747.43790481, 561095.15105191 9585694.80112895, 561050.96355191 9585775.80112895, 561035.9323473 9585804.23686794, 560898.86591509 9585737.51375483, 560803.08436413 9585690.7816909, 560711.1675137 9585646.11788938, 560652.34593007 9585617.99462936, 560587.36776175 9585585.87590728, 560474.78188491 9585531.86154595, 560463.67655315 9585528.25201102, 560455.01645547 9585554.63728028, 560435.48317545 9585594.30796239, 560403.76676716 9585659.45245813, 560352.96148421 9585765.64688528, 560325.02952502 9585819.84686573, 560299.85777241 9585875.32540847, 560273.6791497 9585928.89089801, 560239.54625317 9585997.15669108, 560209.9442721 9586056.2599662, 560181.75190919 9586106.20072337, 560155.87534751 9586155.53735847, 560128.08573263 9586211.21727523, 560100.79955281 9586268.10543612, 560076.03054824 9586323.78535289, 560079.35321959 9586325.29565804, 560061.1288707 9586363.45603499, 560037.66879727 9586411.98717401, 560012.09429663 9586463.74029737, 559983.09643763 9586524.45456465, 559959.03224214 9586574.39532182, 559936.17629077 9586621.21478167, 559913.92446147 9586669.64523368, 559885.02728948 9586728.34576076, 559861.96996409 9586774.56109854, 559836.19408942 9586828.83139716, 559813.33813806 9586872.93230772, 559790.88493473 9586919.44970654, 559765.10906007 9586972.51176103, 559739.63524643 9587024.56694542, 559713.55731073 9587077.93106094, 559685.86838286 9587134.41647379, 559657.87739397 9587192.61356581, 559627.06716878 9587255.84500835, 559600.58648504 9587310.31668099, 559568.26595469 9587376.87079488, 559538.26122559 9587439.59880237, 559526.88359341 9587463.15956281, 559523.25886103 9587471.31521066, 559548.53130065 9587461.04513559, 559600.183737 9587440.65601599, 559632.00083229 9587427.91910917, 559699.63733154 9587400.60775759, 559715.11795939 9587394.26447594, 559724.05393157 9587391.29420913, 559731.25305281 9587389.63287346, 559737.8983955 9587388.50014459, 559742.42931097 9587387.92119428, 559747.16160046 9587387.74499201, 559752.64904253 9587387.92119428, 559762.41568254 9587388.52531634, 559768.98550997 9587389.35598418, 559775.5553374 9587390.66491531, 559780.79106194 9587392.20039222, 559786.07712999 9587394.18896068, 559793.07487721 9587397.18439924, 559817.49147724 9587409.06546647, 559843.59458469 9587421.72685803, 559915.7116559 9587457.01765518, 559963.96590565 9587480.3770416, 560003.08280919 9587499.25585605, 560061.73299277 9587527.54890598, 560109.55932271 9587551.31104044, 560165.99439206 9587578.14412872, 560193.88469394 9587591.58584461, 560219.91228614 9587600.94973658, 560251.12525937 9587612.52874278, 560367.17554396 9587666.66480047)))",2023,PRAIA DO FUTURO I,1728,271585.76,0,1203.54,3830.48,404938.94,13813.21,6619071.5
iptu_devido_bairros_2023.94,"MULTIPOLYGON (((548318.17619912 9586166.34793542, 548413.07312334 9586048.58162771, 548508.33404264 9585930.68327653, 548608.9956317 9585811.99361283, 548704.60179186 9585701.68395974, 548811.5814006 9585578.36477561, 548845.82691884 9585536.61488028, 548873.85236472 9585496.72280417, 548918.79407073 9585437.64213447, 548922.7746351 9585432.64513566, 548945.47639226 9585404.34326952, 548969.31602456 9585377.98723158, 548996.73160171 9585346.59838239, 549021.16722482 9585318.58681443, 549029.37865372 9585309.05096151, 549036.72920702 9585300.3759842, 549050.7681016 9585283.68824159, 549071.69400106 9585259.18639728, 549111.89026997 9585212.36800828, 549129.703773 9585191.04478161, 549148.90792124 9585169.85399734, 549163.14547942 9585155.02044835, 549180.89276125 9585136.21362732, 549197.58050386 9585118.06901829, 549218.96995173 9585095.55381, 549233.73727952 9585080.1242702, 549249.16681931 9585062.64187318, 549258.30534503 9585052.17892345, 549270.29138238 9585040.06044369, 549283.93294975 9585025.35933711, 549291.94571506 9585017.1479082, 549316.71244417 9584990.85809147, 549338.89654645 9584967.48200758, 549362.47129395 9584942.98016326, 549366.8605539 9584938.45806645, 549380.96352189 9584923.9282853, 549370.01104268 9584912.8353897, 549391.34373752 9584893.64536864, 549439.95009893 9584849.27716407, 549506.56862698 9584788.88342891, 549548.02309871 9584751.13734443, 549576.97831877 9584725.8408457, 549568.30334146 9584716.30499278, 549559.16481575 9584705.74271124, 549536.84827106 9584680.37999132, 549523.33914609 9584665.61266353, 549504.53232505 9584644.48810047, 549491.08942128 9584629.58833028, 549464.93204695 9584600.64966551, 549449.50250716 9584582.83616248, 549438.37734541 9584570.51901913, 549429.0401561 9584560.3871754, 549421.2922756 9584551.51353449, 549413.01462549 9584542.17634517, 549399.90282773 9584527.80634458, 549387.05591476 9584513.5687864, 549370.23572975 9584494.62952296, 549357.98480759 9584480.72307079, 549347.85296387 9584469.33302424, 549323.54978316 9584442.6458803, 549315.27213305 9584433.24246979, 549303.6834229 9584420.39555682, 549275.72677486 9584389.915748, 549253.72562656 9584365.48252851, 549227.81048204 9584386.80485272, 549183.87333129 9584422.0896933, 549144.23932658 9584454.48291998, 549105.76480889 9584485.40822077, 549061.66148913 9584520.70412082, 549021.08855191 9584553.80112895, 548976.31511395 9584596.54347391, 548927.13166698 9584643.63310388, 548911.90489255 9584658.01654926, 548942.64244751 9584690.41397329, 548957.53222046 9584705.75611249, 548916.47978394 9584746.51013807, 548891.97793963 9584771.07820358, 548870.98581896 9584792.66631505, 548855.35761556 9584808.36073965, 548827.34604761 9584836.50475001, 548790.92438715 9584873.38995888, 548785.09692147 9584878.68765495, 548780.13033141 9584882.4291528, 548774.93196714 9584885.97198704, 548767.94563045 9584890.2763651, 548748.2448232 9584902.69284026, 548691.95680249 9584938.65095231, 548637.98652381 9584972.95353434, 548583.55269671 9585007.52100118, 548538.12495294 9585036.52588715, 548492.76343036 9585065.26588832, 548456.6728759 9585088.31086621, 548396.70957854 9585126.02384009, 548177.98095217 9585265.94923746, 548123.34846147 9585301.17891631, 548083.15219256 9585325.48209701, 548055.87409332 9585342.13743629, 548174.83544513 9585520.22209341, 548208.64136815 9585573.00039047, 548210.09823457 9585575.3843537, 548210.99222078 9585577.27165793, 548211.55510099 9585579.42384696, 548211.75376459 9585581.27804058, 548211.48887979 9585583.19845541, 548210.72733598 9585585.15198083, 548209.46913317 9585586.77440025, 548207.25072294 9585588.69481507, 548190.79475453 9585599.75375561, 548179.23915498 9585607.17053011, 548195.96000819 9585626.67267376, 548200.03261204 9585631.04327301, 548202.41657528 9585633.19546204, 548205.62830352 9585636.20852668, 548211.35643739 9585641.20822734, 548214.43572323 9585644.28751318, 548239.73222195 9585669.6502331, 548254.63199214 9585685.3446577, 548258.87014899 9585689.88080996, 548262.01565603 9585692.72832159, 548238.93756754 9585714.68064967, 548177.81539916 9585772.90564051, 548162.51830177 9585787.2094199, 548153.14800185 9585796.21550321, 548145.79744856 9585803.96338371, 548211.75376459 9585864.15845527, 548183.74219664 9585892.36868683, 548155.20085908 9585921.24113039, 548137.65224085 9585939.45196063, 548129.17592715 9585948.35871214, 548165.51481111 9585989.92907097, 548181.67278411 9586009.46432523, 548201.34048076 9586031.91331231, 548221.14061981 9586054.5940736, 548234.51730238 9586069.62628619, 548268.65433142 9586109.4252279, 548315.40649921 9586163.26306418, 548318.17619912 9586166.34793542)))",2023,BELA VISTA,5002,518545.78,0,170.79,460.4,76011.14,2495.66,2302916.97
iptu_devido_bairros_2023.35,"MULTIPOLYGON (((554840.88465 9584118.30598065, 554812.30465 9584115.06598065, 554776.68465 9584115.06598065, 554750.88465 9584113.83598065, 554673.19465 9584104.62598065, 554656.61465 9584104.00598065, 554627.37413372 9584100.23953355, 554609.31465 9584096.02598065, 554594.27465 9584100.32598065, 554577.07465 9584102.77598065, 554561.72465 9584104.00598065, 554489.52178606 9584090.59879665, 554432.74465 9584080.05598065, 554392.21465 9584076.37598065, 554362.11465 9584076.37598065, 554315.74465 9584080.05598065, 554304.07465 9584081.89598065, 554289.95465 9584081.89598065, 554241.43465 9584092.33598065, 554210.10465 9584097.25598065, 554178.60917192 9584100.6727671, 554163.34452053 9584102.20949375, 554136.71465 9584115.06598065, 554126.27465 9584118.74598065, 554108.46465 9584121.20598065, 554069.77465 9584121.20598065, 554054.41465 9584119.36598065, 554031.83931396 9584115.30934189, 554020.63465 9584113.22598065, 554010.19465 9584107.69598065, 553997.29465 9584107.07598065, 553960.98465 9584111.26598065, 553917.22465 9584121.99598065, 553891.1280671 9584130.25264376, 553841.68465 9584145.89598065, 553755.39465 9584183.42598065, 553730.10993694 9584193.11336018, 553681.76465 9584211.63598065, 553630.84531266 9584247.53653282, 553600.73465 9584268.76598065, 553568.37298221 9584302.10235669, 553552.92465 9584318.01598065, 553528.94601642 9584356.9526277, 553522.60898033 9584365.80436066, 553409.67262724 9584379.06403, 553405.44510406 9584407.8331488, 553399.95481421 9584441.54352846, 553396.22141712 9584463.39488205, 553392.32331133 9584482.17167333, 553389.96248669 9584492.43851534, 553387.65656496 9584500.50924142, 553380.51918816 9584520.27428487, 553377.11520845 9584530.15680659, 553371.40530701 9584543.00408484, 553364.04831861 9584556.72980945, 553354.38540848 9584571.99281523, 553348.56570125 9584579.67922102, 553340.79097953 9584608.45965892, 553338.3384754 9584620.82650422, 553333.77378002 9584645.53498351, 553320.20899662 9584710.32200868, 553311.77605191 9584750.80112895, 553296.82492972 9584828.76078908, 553285.31475158 9584887.6413244, 553281.6404707 9584906.60644902, 553272.63102501 9584952.15982609, 553246.26700803 9585087.23191598, 553243.61605456 9585100.52464448, 553263.15050766 9585102.94816447, 553293.83219319 9585106.29282495, 553368.35122883 9585114.98894222, 553438.32152621 9585123.01612738, 553480.24127097 9585127.92162943, 553515.47169476 9585132.02441296, 553545.39525724 9585135.50285987, 553593.78134562 9585141.03269854, 553619.95888836 9585144.02059524, 553653.31630227 9585147.85580593, 553722.92983587 9585155.83839562, 553775.73087608 9585162.08176186, 553812.34375954 9585166.13994992, 553851.09722571 9585170.86707007, 553910.36460952 9585177.64558199, 553970.56849828 9585184.73626223, 554008.7422233 9585188.97283217, 554045.97944338 9585193.43237949, 554086.15996469 9585198.0703087, 554125.00262181 9585202.57445149, 554134.18928928 9585203.5555519, 554147.90326947 9585205.14750123, 554171.06974557 9585207.83671732, 554212.27596277 9585212.65302842, 554260.61745566 9585218.31665351, 554306.9075568 9585223.66811029, 554393.7795385 9585233.65749628, 554430.21404006 9585238.02785265, 554480.33935189 9585243.82526415, 554539.7851176 9585250.60377607, 554590.4455751 9585256.44578306, 554629.68959147 9585261.03911679, 554672.85800949 9585265.98921431, 554707.48639439 9585270.11429559, 554758.2137451 9585254.59507092, 554875.41064855 9585218.51733314, 554969.37331048 9585186.72076079, 554984.31279398 9585182.84095462, 554994.88192112 9585180.25441718, 555024.58250624 9585173.29752337, 555062.04270369 9585165.58250651, 555159.84057631 9585143.9982975, 555201.98329844 9585134.05350699, 555213.72063204 9585131.97361024, 555223.4835951 9585130.95870334, 555228.36139973 9585132.28044255, 555230.49520816 9585132.50924049, 555238.08931652 9585130.56641612, 555240.04556124 9585130.17569034, 555245.24095404 9585129.56377912, 555251.26158517 9585128.2472402, 555256.80618033 9585126.32541286, 555261.64703619 9585124.10772091, 555266.53243625 9585121.86962238, 555289.49389869 9585140.87567892, 555315.40299541 9585162.37393276, 555332.88977003 9585175.17158392, 555340.09547879 9585180.3213104, 555344.44353743 9585183.57677994, 555348.12266396 9585186.34169928, 555351.89098144 9585189.06202314, 555356.03836045 9585192.07221758, 555360.74318286 9585195.1939007, 555367.09803779 9585199.69804349, 555375.05832975 9585204.8265229, 555381.1902073 9585208.75092453, 555390.22079062 9585214.7044202, 555398.06959389 9585219.47613583, 555404.13457824 9585223.13296463, 555412.5854204 9585227.68170289, 555421.77208787 9585232.65409814, 555437.06833516 9585240.48060368, 555450.26859522 9585246.63477898, 555465.20807872 9585253.14571806, 555486.52471489 9585261.48507154, 555506.23591402 9585268.79872914, 555521.57675679 9585273.88261308, 555534.82161231 9585277.53944187, 555547.27145645 9585281.05332545, 555550.04719983 9585281.85995779, 555660.30542914 9585307.41423706, 555680.87416439 9585311.63112855, 555736.03917196 9585321.93840996, 555749.06652966 9585324.44135521, 555885.50734763 9585351.37827439, 555912.05919777 9585356.78387675, 555919.61747361 9585358.46015433, 555923.38855521 9585359.33388917, 555929.03283707 9585360.69656547, 555934.65962026 9585362.129744, 555938.39945223 9585363.12877626, 555943.98945462 9585364.69923434, 555965.65421165 9585371.76185612, 555972.77145641 9585374.62378693, 555986.80443326 9585380.24185869, 556007.34750469 9585390.10210896, 556027.19346972 9585401.29942977, 556046.25542465 9585413.78478908, 556064.44989893 9585427.50351463, 556081.6972206 9585442.39553337, 556097.92186529 9585458.39563459, 556099.25033822 9585459.8032149, 556100.57113529 9585461.21800052, 556101.88447522 9585462.6397115, 556103.19058067 9585464.06807174, 556104.48967815 9585465.50280891, 556105.78199779 9585466.94365432, 556107.06777317 9585468.39034285, 556109.62064201 9585471.30020585, 556114.65847574 9585477.17875116, 556119.61915658 9585483.12257887, 556124.51924412 9585489.11648232, 556126.95186505 9585492.12760685, 556128.16476062 9585493.63592246, 556129.3757409 9585495.14577628, 556130.58507796 9585496.65694662, 556131.79304456 9585498.1692127, 556132.99991409 9585499.68235447, 556134.2059604 9585501.1961525, 556136.61668042 9585504.2248416, 556193.1652732 9585575.28684753, 556195.98768114 9585578.82494566, 556229.03317083 9585567.73131135, 556294.3790406 9585546.48635216, 556374.02246584 9585520.71047749, 556468.06413357 9585491.30987044, 556531.84935468 9585470.66903331, 556600.51789578 9585449.87716565, 556604.79523816 9585448.58834424, 556592.48011003 9585393.61438047, 556557.00595648 9585234.7043019, 556550.87052974 9585235.61122881, 556447.62432056 9585249.50296503, 556430.51472451 9585250.7587152, 556406.18456499 9585251.38659028, 556374.47687323 9585249.34599626, 556360.34968383 9585247.46237101, 556338.53102465 9585242.5963391, 556320.47961598 9585237.25940089, 556303.99789501 9585230.03883742, 556288.77192422 9585222.03343009, 556270.56354677 9585210.88864734, 556253.29698195 9585198.17417689, 556229.28075997 9585178.5530805, 556201.49728749 9585155.47867115, 556163.03993858 9585123.45704185, 556123.32683949 9585090.02269361, 556085.96827197 9585055.48956397, 556074.50955168 9585045.44356262, 556063.99264402 9585037.59512406, 556052.37695496 9585029.2757792, 556022.55288845 9585007.92802633, 556005.28632363 9584994.11477447, 555997.59485385 9584989.24874257, 555985.3512897 9584983.1269605, 555977.34588238 9584979.35970999, 555971.06713154 9584975.59245948, 555966.3580684 9584971.66824021, 555954.89934811 9584965.23252059, 555943.44062782 9584960.52345746, 555920.68015602 9584952.51805013, 555873.90346223 9584937.91995443, 555796.20392055 9584913.90373245, 555740.16606927 9584896.95110517, 555733.73034965 9584894.43960483, 555729.41370845 9584891.69265134, 555724.31222339 9584887.76843206, 555715.05106589 9584881.09725929, 555709.40019013 9584877.95788387, 555702.49356421 9584875.21093037, 555666.07680931 9584864.7725071, 555651.16477606 9584862.73191307, 555629.66005442 9584860.06344396, 555619.14314676 9584859.74950642, 555607.21352016 9584859.43556888, 555592.14451813 9584857.08103731, 555583.82517326 9584855.04044329, 555575.81976594 9584852.21500541, 555566.40163967 9584849.23259876, 555556.98351341 9584847.66291105, 555549.29204363 9584847.50594228, 555543.4841991 9584847.66291105, 555538.77513596 9584847.81987982, 555533.43819775 9584847.19200474, 555527.63035322 9584845.46534825, 555521.03766483 9584842.32597283, 555506.43956912 9584836.83206584, 555480.85365943 9584826.00122064, 555462.80225076 9584815.79825052, 555442.08237297 9584803.08378006, 555437.21634107 9584801.20015481, 555432.35030917 9584799.31652956, 555429.36790252 9584797.27593553, 555426.69943341 9584793.82262257, 555423.08915167 9584788.32871558, 555421.36249519 9584784.09055876, 555420.57765133 9584780.32330825, 555419.32190117 9584776.08515143, 555417.12433837 9584771.3760883, 555408.96196227 9584756.46405505, 555401.89836758 9584746.88896001, 555397.18930444 9584742.65080319, 555389.96874097 9584738.88355269, 555383.68999013 9584735.97963042, 555379.21638015 9584734.72388025, 555374.50731702 9584732.91873939, 555371.3679416 9584731.58450483, 555368.93492565 9584729.70087958, 555366.42342531 9584726.71847293, 555359.51679938 9584716.51550281, 555356.92681466 9584714.31794001, 555353.86592362 9584711.57098652, 555344.84021929 9584704.35042305, 555338.63995283 9584698.93500045, 555331.65484251 9584691.55746821, 555326.3179043 9584684.41538912, 555318.07704382 9584673.89848146, 555310.62102719 9584660.94855785, 555302.61561986 9584647.6062123, 555299.39776006 9584641.95533654, 555297.04322849 9584636.93233587, 555295.31657201 9584631.28146011, 555295.00263447 9584626.88633452, 555295.00263446 9584623.04059963, 555295.94444709 9584616.52639563, 555297.12171288 9584609.22734777, 555297.20019726 9584603.1055657, 555297.12171287 9584596.27742416, 555296.57232218 9584590.23412647, 555295.78747832 9584582.69962546, 555294.76718131 9584578.77540618, 555291.47083712 9584571.94726464, 555288.64539924 9584565.82548257, 555284.64269557 9584558.21249717, 555279.30575736 9584547.77407389, 555277.50061649 9584543.928339, 555276.55880386 9584539.45472902, 555275.38153808 9584530.42902469, 555275.06760054 9584522.7375549, 555274.51820984 9584517.3221323, 555273.41942844 9584512.92700671, 555271.69277196 9584508.92430305, 555269.02430285 9584505.9418964, 555267.06219321 9584503.27342729, 555264.86463042 9584499.19223924, 555261.09737991 9584490.7159256, 555259.21375466 9584485.22201861, 555257.80103572 9584480.90537741, 555257.01619186 9584476.51025182, 555256.23134801 9584473.29239201, 555255.28953538 9584471.1733136, 555252.69955066 9584465.91485977, 555250.58047225 9584460.3424684, 555250.18805032 9584457.83096806, 555249.95259716 9584455.79037404, 555249.48169085 9584453.74978001, 555248.46139384 9584447.07860724, 555246.57776858 9584437.5035122, 555242.73203369 9584420.39391616, 555241.79022107 9584416.54818126, 555241.71173668 9584414.90000917, 555241.6332523 9584412.31002445, 555241.39779914 9584411.13275866, 555239.9850802 9584408.15035201, 555235.19753268 9584400.85130416, 555233.07845427 9584394.25861577, 555231.2733134 9584389.94197457, 555228.68332868 9584383.66322372, 555226.64273466 9584377.07053534, 555226.09334396 9584373.38176922, 555225.07304695 9584369.06512801, 555222.95396854 9584363.88515857, 555220.75640574 9584357.29247018, 555217.30309278 9584348.58070339, 555214.79159244 9584341.59559307, 555213.3788735 9584337.74985818, 555210.94585755 9584332.96231066, 555207.57102897 9584325.50629404, 555204.43165355 9584319.46299635, 555202.23409075 9584313.65515182, 555201.29227813 9584309.49547938, 555199.72259041 9584303.37369731, 555198.23138709 9584299.76341558, 555196.19079307 9584296.23161823, 555194.92465 9584284.56598065, 555182.43465 9584260.72598065, 555171.07465 9584240.85598065, 555161.45465 9584213.94598065, 555152.85465 9584204.11598065, 555142.41465 9584194.29598065, 555127.67465 9584183.23598065, 555109.25465 9584174.02598065, 555092.67465 9584167.26598065, 555079.77465 9584161.12598065, 555065.03465 9584156.21598065, 555050.29465 9584152.52598065, 555032.48465 9584145.15598065, 555016.51465 9584144.54598065, 554998.08465 9584145.77598065, 554986.41465 9584145.15598065, 554964.30465 9584142.70598065, 554941.89465 9584135.94598065, 554916.09465 9584128.57598065, 554892.75465 9584124.88598065, 554840.88465 9584118.30598065)))",2023,TAUAPE,8884,1131105.53,0,338.45,1061.18,685255.2,8753.9,9427506.96
